BOR;AN;nofinesset;nofinessej;SPED;UPED;LIT_PED;PLA_PED;SEJHP_PED;SEJHC_PED;JOU_PED;EFFPL_PM;EFFPL_PED;EFFPA_PM;EFFPA_PED;ETP_PM;ETP_PED;GAR_PM;GAR_PED;AST_PM;AST_PED;EFFPL_INFNS;EFFPL_PUE;EFFPL_AUX;EFFPL_KINE;EFFPL_PSY;EFFPL_APNM;EFFPA_INFNS;EFFPA_PUE;EFFPA_AUX;EFFPA_KINE;EFFPA_PSY;ETP_INFNS;EFFPA_APNM;ETP_PUE;ETP_AUX;ETP_KINE;ETP_PSY;ETP_APNM
MCOPED;2014;590000758;590782637;1;1;16;1;493;1974;3010;4;4;1;1;2.36;2.36;0;0;1;1;6;8;10;;0;3;3;4;10;;1;8.4;1;10.84;18.5;;0.5;3.8
MCOPED;2014;590001004;590783239;1;1;43;;0;3272;7128;5;5;2;2;6.95;6.95;1;1;;;11;13;10;;;10;;1;;;2;8.28;3;11.03;9.31;;0.55;11.93
MCOPED;2014;590006607;590780193;1;0;65;16;7432;6544;31639;39;35;10;7;34.3;27.6;1;1;1;1;59;65;79;;;94;19;48;31;;;61.42;47;102.92;98.98;;;120.89
MCOPED;2014;590052056;590051801;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;590787586;590780193;1;;12;3;599;929;3446;5;3;3;2;3.78;2.43;;;;;4;4;6;;;6;3;3;3;;;4.87;4;9.36;8.52;;;8.49
MCOPED;2014;590796975;590780193;1;1;21;6;1006;5810;6601;10;10;2;2;7.25;6.68;;;;;8;4;10;;1;17;2;6;4;;6;9.76;16;9.34;14.53;;3.55;23.42
MCOPED;2014;590797353;590051801;1;1;24;17;4415;3485;9089;7;4;6;2;10.05;5.88;;;;;8;8;12;;;;7;5;24;;;11.71;;11.15;26.9;;;
MCOPED;2014;590801106;590782421;1;1;50;5;907;4793;9752;11;11;3;3;8.61;8.61;0;0;1;1;2;4;4;0;0;2;3;4;9;0;1;4.4;1;7.35;11.1;0;0.4;2.8
MCOPED;2014;590804696;590781902;1;1;20;0;0;1848;3375;6;6;2;2;7.41;7.41;0;0;1;1;5;7;;;;18;3;2;;2;1;7.83;5;9.15;;0.3;0.25;18.49
MCOPED;2014;600000053;600101984;1;1;15;1;15;1435;3222;2;2;2;2;1.2;1.2;1;1;0;0;6;1;6;0;0;7;5;1;1;0;1;10.05;4;1.72;7.31;0;0.5;9.85
MCOPED;2014;600000194;600100713;1;1;20;4;208;2615;6081;10;10;6;6;11.5;11.5;1;1;1;1;13;8;16;0;1;10;5;3;8;0;1;18.58;5;13.29;22.33;0;1;13.29
MCOPED;2014;600000467;600101984;1;1;28;5;817;2913;9230;8;8;2;2;3.55;3.55;1;1;0;0;16;2;10;0;1;9;2;1;2;0;0;16.03;2;1.3;10.5;0;1;10.7
MCOPED;2014;600113476;600100721;1;1;28;2;329;2273;6625;6;5;3;3;4.61;4.56;1;1;1;1;18;3;8;0;0;12;9;0;7;0;1;21.97;5;2.72;13.06;0;0.5;10.06
MCOPED;2014;610000051;610780082;1;0;16;0;169;1377;3299;4;4;;;4;4;1;1;0;0;4;5;5;;;14;5;1;2;;;6.54;3;5.79;5.95;;;15.11
MCOPED;2014;610000069;610780090;1;0;20;;0;1388;3457;4;4;;;4;4;0;0;1;1;8;2;1;;;12;6;2;;;;12.8;5;3.73;1;;;16.43
MCOPED;2014;610000119;610780165;1;1;30;0;0;2240;6936;4;4;6;5;6.34;6.24;;;;;11;8;5;0;0;7;9;4;6;1;2;17.99;6;9.4;10.39;0.25;2.1;11.99
MCOPED;2014;620000026;620003814;1;0;2;1;26;134;464;2;1;;;0.09;0.04;0;0;0;;8;;2;2;;8;4;;1;1;;1.32;5;;0.35;0.41;;1.42
MCOPED;2014;620000034;620100057;1;1;24;6;681;2620;5773;4;4;2;2;5.18;5.18;1;1;0;0;15;4;12;;1;19;8;3;4;;0;9.56;6;7.97;13.73;;1;16.29
MCOPED;2014;620000224;620100651;1;0;25;2;590;2252;4799;6;6;3;3;6.38;6.38;0;0;1;1;3;8;12;;1;1;4;3;4;;1;4.64;6;10.98;13.75;;1;3
MCOPED;2014;620000257;620100685;1;1;45;10;1431;4873;13083;10;10;3;3;11.4;11.4;1;1;0;0;24;7;19;;;20;4;3;7;1;2;19.41;4;9.16;23.79;0.74;0.82;16.75
MCOPED;2014;620000323;620101337;1;1;18;4;571;1597;4199;7;7;1;1;7.6;7.6;1;;0;;12;5;12;0;0;2;4;1;6;0;0;15.44;1;6.88;17.57;0;0.92;2.98
MCOPED;2014;620000349;620101360;1;;10;2;21;1171;2938;3;3;1;1;3.5;3.5;;;;;;6;;;;6;1;3;2;;;0.45;2;6.41;3.87;0.15;;4.28
MCOPED;2014;620000653;620103440;1;0;27;2;396;2806;6244;8;;4;;8.47;;0;;1;;1;1;;;;;;1;;;;1;;1.8;;;;
MCOPED;2014;620003202;620103432;1;1;18;2;166;1751;2992;3;3;6;6;4.69;4.69;0;0;1;1;4;4;0;0;0;7;4;2;0;0;1;7.36;5;5.3;0;0;0.25;9.11
MCOPED;2014;630781268;630780989;1;1;10;4;1956;4487;17081;7;7;4;2;5.1;4.25;1;;;;7;4;10;0;;5;5;3;6;0;1;11.33;3;6.2;17.3;0;0.6;7.4
MCOPED;2014;640000162;640780417;1;1;32;2;474;3652;6352;4;4;6;6;4.46;4.46;1;1;0;0;7;11;7;0;0;11;4;2;5;0;1;5.47;4;11.81;10.78;0;0.5;13.6
MCOPED;2014;640000402;640780813;1;0;0;;0;105;206;0;0;0;0;1.01;1.01;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.33;3;0.8;1.6;0;0;4.85
MCOPED;2014;640000600;640781290;1;1;23;5;1267;2551;5837;8;8;;;3.45;3.45;0;0;0;0;15;29;25;;2;13;3;25;10;1;;16.75;1;45.85;32.07;0.14;0.67;14.27
MCOPED;2014;650000417;650783160;1;1;18;6;1869;1497;2761;6;6;3;3;7.25;7.25;0;1;0;0;9;10;5;0;1;10;2;7;2;0;1;8.08;7;17.02;7.25;0;1.49;12.04
MCOPED;2014;660000084;660780180;1;;25;5;564;3041;6470;4;4;6;6;7.2;7.2;;;;;21;9;;;;20;1;;;;;20.83;;8.58;;;;20.33
MCOPED;2014;660780784;660000407;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;670000157;670780337;1;1;14;2;370;1300;3603;1;1;;;1;1;1;1;0;0;5;14;4;;;4;2;2;1;;1;7.02;4;15.31;4.25;;0.25;6.53
MCOPED;2014;670000165;670780345;1;1;14;1;39;1096;2810;;;;;0.2;0.2;0;1;1;0;;;;;;;3;2;;;;2.3;;1.15;0.3;;;0.93
MCOPED;2014;670000397;670780691;1;;14;0;0;1753;4812;3;2;1;1;2.43;1.43;0;0;1;1;3;1;1;0;0;6;6;3;1;0;0;7.1;3;3.22;1.57;0;0;5.86
MCOPED;2014;670780212;670014604;1;0;6;;0;294;723;11;;92;10;51;5;1;;1;1;;;;;;;;;;;;;;;;;;
MCOPED;2014;670783273;670780055;1;1;113;23;4304;6552;26886;56;56;25;25;29.5;29.5;1;1;1;1;62;65;36;3;6;86;43;52;19;2;2;89.24;40;103.64;50.86;3.8;6.78;108.95
MCOPED;2014;680000627;680000486;1;1;41;5;1147;3018;10248;5;5;4;3;4.3;4.1;1;1;0;0;9;1;14;1;1;13;4;9;8;1;1;12.11;6;7.33;20.26;1.4;0.42;9.4
MCOPED;2014;680001195;680016011;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;680001245;680000973;1;1;50;10;2313;4577;9872;12;12;7;7;4.1;4.1;1;1;0;0;10;7;31;;;14;15;9;8;;;20.3;15;14.05;38.15;;;23.35
MCOPED;2014;680004546;680000486;1;0;13;;0;1118;1601;3;0;0;0;0.6;0;1;;0;;2;2;3;;;6;2;3;;1;;3.6;7;4.1;3;0.01;;7.81
MCOPED;2014;690000575;690782222;1;0;39;4;1011;3723;9302;7;7;9;8;3.92;3.86;1;;0;;10;7;10;;;6;10;6;6;;;16.38;2;9.19;13.15;;;5.86
MCOPED;2014;690000880;690783220;1;0;18;;;;;3;3;5;5;5.58;5.58;0;0;1;1;16;2;11;0;0;10;4;3;2;0;2;17.45;1;3.93;10.62;0;0.97;8.97
MCOPED;2014;690007539;690781810;1;1;219;63;15587;13725;52994;6;23;23;41;20.53;50.51;1;1;1;1;128;58;;3;1;204;36;31;;2;8;146.51;54;80.49;;4.71;7.3;234.63
MCOPED;2014;690019849;690781810;1;0;27;12;2018;632;2719;1;3;;1;0.17;2.16;0;0;1;1;15;1;;;;11;3;;;;;16.65;1;1;;;;11.07
MCOPED;2014;690780382;690006598;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;690784178;690781810;1;0;0;5;1071;0;0;;;;;0.3;0.1;0;0;0;0;;;;;;;;;;;;0.46;1;;;;0.05;0.72
MCOPED;2014;690784186;690781810;1;0;19;0;0;619;6255;;;;;2.73;0.65;1;0;1;0;;;;;;;;;;;;20.34;;7.67;;;;15.01
MCOPED;2014;690807599;690006598;1;0;12;0;0;624;2456;1;1;4;4;2.93;2.93;0;0;1;1;3;3;8;;;1;1;1;3;;1;3.17;1;3.43;10.13;;0.29;0.92
MCOPED;2014;700000029;700004591;1;0;6;6;492;2704;5195;1;;;;1;;0;0;0;0;;;;;;;;;;;;;;;;;;
MCOPED;2014;710010067;710780644;1;0;12;0;0;1131;2272;;;1;;0.6;;;;;;3;2;10;;;1;3;;4;;;6;;2;6.77;;;1
MCOPED;2014;710010786;710781451;1;0;5;;0;311;913;0;0;2;1;2.04;1.97;0;0;1;1;0;0;0;0;0;0;8;0;4;4;0;2.13;23;0;1.14;0.3;0;4.55
MCOPED;2014;710978263;710780958;1;0;18;;0;2252;4160;4;4;2;2;1;1;1;;0;;11;8;7;;;6;1;1;2;;2;9.96;;7.18;8.46;;0.58;5.84
MCOPED;2014;710978289;710780263;1;1;16;0;155;1635;3839;7;7;3;2;5.63;5.42;;;;;8;8;9;;;4;1;5;8;;;6.46;2;13.04;13.48;;;4.56
MCOPED;2014;710978347;710781204;1;0;15;;0;738;1653;1;1;1;1;1.77;1.77;0;0;1;0;3;;4;;;;1;;;;;3.03;2;;4;;;1.5
MCOPED;2014;720000033;720000025;1;1;68;13;1786;6483;14606;3;;16;13;6.95;3.45;1;;0;;17;5;18;0;0;6;26;4;30;0;0;33.29;7;8.24;38.83;0;0;10.28
MCOPED;2014;720016179;720016724;1;;8;;425;769;1960;2;2;2;2;2.5;2.5;1;1;0;0;;1;3;;1;7;3;3;2;;2;2.63;2;4.16;3.68;;0.8;7.08
MCOPED;2014;730000031;730000015;1;1;40;8;460;4090;9536;8;0;8;0;7.26;0;;;;;21;23;0;0;1;53;5;4;0;0;1;19.9;22;20.3;0;0;1.25;50.5
MCOPED;2014;730000080;730780103;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;730000262;730002839;1;0;14;0;0;1452;2985;4;4;2;2;2.2;2.2;0;0;1;1;1;0;2;;;3;9;12;15;;;6.15;6;7.95;8.82;;;7.14
MCOPED;2014;740000237;740781133;1;1;36;4;242;3505;8589;12;12;5;4;8.94;4.79;1;1;0;0;15;11;29;0;0;6;3;5;6;0;0;15.62;3;14.56;32.15;0;0;6.25
MCOPED;2014;740000302;740781133;1;0;8;;0;1104;1898;0;0;2;2;2.17;2.17;0;0;1;1;2;1;2;0;0;3;5;1;5;0;0;5.6;1;1.89;6.47;0;0;3.42
MCOPED;2014;740000328;740790381;1;0;14;0;0;2348;3918;6;6;2;2;3.57;3.57;0;0;1;1;24;;7;;;24;;;;;;11.09;;;2.85;;;6.84
MCOPED;2014;740781141;740790258;1;0;22;;0;2479;5281;4;4;7;7;7.3;7.3;0;0;1;1;5;3;5;0;0;6;4;2;5;0;1;8.97;3;3.36;9.07;0;0.5;6.16
MCOPED;2014;740781224;740001839;1;1;22;4;739;1827;4918;3;3;1;1;2.01;1.96;0;0;1;1;11;3;6;;;6;7;3;5;;1;12.26;5;3.05;8.23;;0.75;7.23
MCOPED;2014;750000549;750150229;1;0;13;0;0;688;1738;5;2;7;5;7.82;3.82;0;0;1;1;;2;1;;;5;;;;;1;;;1.59;1;;0.52;4.22
MCOPED;2014;750100109;750712184;1;1;144;37;6547;11369;40205;107;54;66;41;127.2;67.9;1;1;0;0;194;19;49;8;10;189;44;4;9;2;9;222.8;47;22;51.3;7.6;15.8;234.6
MCOPED;2014;750100166;750712184;1;;10;6;1138;205;3156;2;;1;;2.5;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;750100208;750712184;1;1;433;72;10777;21615;91379;;;;;253.08;;1;1;1;1;476;113;130;0;18;;60;14;14;1;14;525.49;;133.45;136.49;0.4;28.79;302.41
MCOPED;2014;750160012;750813321;1;0;16;5;;;;6;6;4;4;7.45;7.45;0;0;1;1;14;5;8;0;0;11;7;2;0;0;0;18.38;2;7.58;7.92;0;0;11.98
MCOPED;2014;750803454;750712184;1;;202;50;9485;13694;54707;111;68;133;53;151.34;86.08;1;1;1;1;259;46;78;15;10;188;41;5;8;4;7;291.4;48;55;84.5;17.5;13.39;219.31
MCOPED;2014;760000018;760780023;1;1;21;2;333;1471;3211;2;2;3;3;5.33;5.33;0;0;1;1;6;3;7;0;1;13;11;4;5;0;0;14.98;5;5.9;11.24;0;0.7;9.06
MCOPED;2014;760000158;760780239;1;1;208;18;4948;8405;36475;27;15;11;6;22.7;11.3;;;;;122;51;97;;6;67;81;44;43;;4;168.23;23;78.4;111.03;;5.73;48.5
MCOPED;2014;760000364;760780734;1;0;11;;0;944;2851;;;;;;;;;;;12;1;0;0;1;10;1;0;0;0;0;11.98;1;1.24;0;0;0.02;8.07
MCOPED;2014;760000463;760024042;1;1;12;;0;1541;3693;7;7;;;5.32;5.32;1;;;;;;;;;;19;6;;;;4.92;38;1.34;;;;6.57
MCOPED;2014;760805770;760780726;1;1;62;14;1063;5994;13382;9;9;6;6;9.93;9.93;1;1;1;1;38;5;0;0;0;62;41;11;0;0;1;57.67;55;12.15;0.08;0;0.8;87.3
MCOPED;2014;770000131;770110013;1;1;10;;0;828;2083;5;5;1;1;5.65;5.65;1;1;0;0;4;4;8;;;2;2;;2;;1;6;2;4.5;9.6;;0.5;2.49
MCOPED;2014;770000149;770110021;1;1;15;3;813;1880;3455;8;8;4;4;4.91;4.91;1;1;0;0;15;2;7;;;8;5;1;;;;12.06;5;2.68;7.55;;;8.17
MCOPED;2014;770000156;770110054;1;1;30;2;283;2454;4960;7;7;6;6;3.5;3.5;1;1;0;0;30;5;9;;2;9;8;3;;;1;35.94;1;7.1;9.95;;1.28;10.38
MCOPED;2014;770000164;770110062;1;1;16;1;309;1273;3720;4;4;1;1;4.73;4.73;0;0;1;1;5;4;17;;2;9;;;;;;5.33;;3.5;16.98;;0.8;6.88
MCOPED;2014;770000172;770110070;1;1;14;2;114;1048;2411;5;5;;;3.36;3.36;;1;;;9;1;4;;;2;3;1;3;;;10.61;2;1.56;6.6;;;3.04
MCOPED;2014;770000446;770700185;1;1;34;3;957;3785;10290;7;7;6;4;8.5;8.3;0;0;0;0;5;1;7;;;13;10;1;3;;3;14.43;5;1.54;9;;1.5;17.01
MCOPED;2014;770019032;770170017;1;1;25;2;865;1882;6915;4;;2;;1.67;;;;;;18;;10;;;5;2;;;;;18.72;1;;9.97;;;5.79
MCOPED;2014;770300135;770000289;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;780000287;780110011;1;1;32;;0;3373;6660;3;3;;;2.9;2.18;;;;;12;2;22;2;;7;5;2;9;;2;17.32;2;3.23;26.86;0.42;1.25;5.09
MCOPED;2014;780000311;780001236;1;1;26;4;898;3285;6134;7;7;6;5;8.71;8.51;0;0;0;0;14;10;11;;;12;4;4;6;;1;17.63;4;13.16;15.94;;1.67;14.42
MCOPED;2014;780000329;780110052;1;1;13;3;334;1087;2430;7;7;1;1;6.26;6.26;1;1;0;0;13;4;10;;;7;4;1;2;;1;13.5;;4.08;10.49;;0.2;7.62
MCOPED;2014;780000337;780001236;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;780300414;780000675;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;780630026;750803900;1;0;1;8;1389;44;292;1;1;8;5;2.13;1.23;1;1;1;0;14;;6;;;;;;3;;;0.27;1;;1.1;;;0.95
MCOPED;2014;780800256;780110078;1;0;34;6;1248;2832;8829;;14;;15;;18.85;;1;;;17;8;18;;;12;6;6;9;;2;21.35;6;13.04;22.93;;1.5;11.63
MCOPED;2014;790000087;790000012;1;1;29;5;231;2488;5781;7;7;3;3;8.83;8.83;1;1;0;0;10;7;12;;2;3;7;1;11;1;1;15.24;13;8.25;18.67;0.13;1.62;9.85
MCOPED;2014;800000143;800000028;1;0;19;1;83;1659;3231;5;5;3;3;5.37;5.37;0;0;1;1;5;3;2;0;1;11;5;2;3;0;0;9.76;3;4.66;5.05;0;0.33;12.48
MCOPED;2014;800000192;800000044;1;0;108;17;1546;4554;16787;;;;;17.01;10.34;1;1;0;0;;;;;;;;;;;;16.3;;6.43;9.9;;0.37;9.99
MCOPED;2014;800006124;800000044;1;1;112;28;549;1586;4749;39;21;8;2;17.01;10.34;1;1;0;0;38;15;31;;2;39;39;14;11;;;16.3;11;6.43;9.9;;0.37;9.99
MCOPED;2014;810000224;810000471;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;810000505;810000331;1;1;18;2;487;1167;2724;5;5;1;1;1.24;1.24;0;0;1;1;6;3;5;;;5;4;0;4;;;8.77;4;3;4.34;;;5.19
MCOPED;2014;810000521;810000380;1;0;12;0;0;1685;2925;5;5;1;1;6.42;6.42;0;0;1;1;2;5;7;4;;5;4;8;5;5;;5.2;1;6.63;10.68;0.22;;2.88
MCOPED;2014;820000032;820000016;1;0;19;0;0;1892;2914;3;3;2;2;1.5;1.5;0;0;1;1;7;2;1;1;;7;1;2;1;;;5.35;1;3.91;2;0.25;;10.55
MCOPED;2014;830000287;830100525;1;0;12;2;75;1212;2262;2;2;2;2;3.1;3.1;1;1;0;0;5;2;3;;;4;7;4;3;;1;8;3;4.97;4.99;;0.25;10.21
MCOPED;2014;830000295;830100533;1;;20;;0;2157;4147;3;3;6;6;5.38;5.38;0;0;1;1;;7;8;;;4;;10;2;1;;;9;13.86;8.44;0.1;;8.9
MCOPED;2014;830000311;830100566;1;1;23;3;361;2440;5999;4;4;1;1;2.82;2.82;1;1;;;7;9;12;;;;2;2;1;;;8.71;;11.3;12.92;;;
MCOPED;2014;830000345;830100616;1;1;43;1;496;5139;9767;;;7;7;0.67;0.67;;;;;1;2;4;0;0;0;2;2;3;0;0;2.37;5;3.57;6.5;0;0;0.55
MCOPED;2014;830100558;690781810;1;0;2;2;306;26;326;0;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;840000392;840000046;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;840000418;840004659;1;0;1;;0;37;95;0;0;4;4;1.6;1.6;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;840000483;840000087;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;840001861;840006597;1;1;56;1;135;5878;11126;5;4;7;3;5.24;3.55;0;;1;;9;15;23;1;2;68;11;12;9;;2;12.49;4;19.79;21.89;0.36;1.34;15.16
MCOPED;2014;850000142;850000019;1;1;27;3;1033;2472;5292;;;11;10;2.69;2.64;1;1;0;0;;2;1;;;2;12;10;21;;;7.64;18;8.51;16.45;0;0;11.99
MCOPED;2014;850000241;850000084;1;0;7;;0;808;1524;3;3;2;2;2.49;2.49;0;0;0;0;4;1;1;0;0;3;3;1;6;0;0;6.29;7;1.75;6.07;0;0;8.73
MCOPED;2014;850009630;850000035;1;0;10;0;0;985;1645;2;2;1;1;2.6;2.6;0;;1;;2;1;1;;;1;3;3;6;;1;4.34;2;3.2;6.03;;0.35;2.19
MCOPED;2014;860000223;860013077;1;1;39;10;739;4609;11760;13;12;3;3;9.33;9.33;0;0;1;1;13;2;11;1;1;5;6;4;9;;;14.34;;5.47;16.19;0.4;1;4.95
MCOPED;2014;860780568;860000140;1;;4;;0;13;21;5;2;;1;5;2.3;0;0;1;1;6;;5;;;;;;;;;6;;;5;;;
MCOPED;2014;870014859;870000015;1;1;111;12;1421;4396;12604;25;14;6;3;16;9.1;1;1;1;1;64;50;41;8;1;78;28;24;8;0;2;78.63;18;62.15;43.98;7.03;0.69;82.26
MCOPED;2014;880000021;880007059;1;1;16;;0;1502;2533;5;;3;;6.5;;1;;0;;13;9;9;;;2;2;4;;;1;13.79;7;13.77;9;;0.5;5.55
MCOPED;2014;880000047;880780077;1;0;10;0;0;1198;2395;3;3;;;2.1;2.1;0;0;1;1;5;9;5;;;1;1;1;1;;;5.8;1;9.8;5.75;;;1.9
MCOPED;2014;880000054;880007299;1;0;12;;351;705;1402;2;2;;;1.1;1.1;0;0;1;1;1;3;;;;;1;5;15;2;;1.94;15;6.28;4.68;0.1;;4.18
MCOPED;2014;880000062;880780093;1;1;14;3;710;1414;3160;;5;5;;1.61;1.61;0;0;1;1;0;0;0;0;0;0;13;8;0;0;2;5.59;25;2.85;0;0;0.52;11.58
MCOPED;2014;890975527;890000037;1;1;18;2;209;1878;4963;6;6;;;6;6;1;1;1;1;7;6;11;;;13;3;5;0;;;9.57;2;9.93;11;;;14.24
MCOPED;2014;890975550;890970569;1;1;22;2;250;1539;4416;5;5;3;2;5.45;5.35;0;0;1;1;10;8;10;;;3;1;;;;1;6.45;2;4.44;6.25;;0.19;3.13
MCOPED;2014;900000167;900000365;1;1;24;0;430;2040;5308;;5;;5;;8.12;;1;;0;10;4;;;;16;6;2;;;;10.29;3;3.01;;;;15.59
MCOPED;2014;910000272;910110014;1;1;9;2;128;1045;2004;;;6;;1.92;;1;;0;;7;;4;;;1;2;;1;1;1;8;;;4.8;0.5;0.2;1
MCOPED;2014;910000280;910019447;1;1;16;2;196;1437;5674;5;5;3;3;3.85;3.85;;;;;5;2;;;;4;5;4;;;;8.21;3;5.6;;;;5.6
MCOPED;2014;910000298;910110055;1;1;4;0;627;1916;3264;2;1;1;1;2.82;1.9;1;1;0;0;11;1;10;;;1;5;1;2;;;14.95;3;1.75;10.6;;;4.62
MCOPED;2014;910000306;910110063;1;1;15;2;454;1491;3389;2;;8;;5.82;;;;;;13;4;6;;;6;5;1;2;;;16.29;2;4.25;7.77;;;9.33
MCOPED;2014;910001973;910019447;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;910020254;910002773;1;1;30;12;1019;3433;9416;;;16;;7.62;;;;;;14;4;12;;1;8;11;6;14;;4;19;8;8.4;19.5;;3.1;11.6
MCOPED;2014;910300219;910003888;1;0;26;;0;555;1888;7;2;;;7;2;1;0;1;0;;;;1;;1;;;;1;1;;;;;1.1;0.2;1
MCOPED;2014;920000585;920026374;1;1;18;0;0;1508;4028;7;7;5;5;7.19;7.19;1;1;0;0;11;3;7;;;7;;;2;;;9.44;4;3.66;7.73;;;8.03
MCOPED;2014;920000643;920150034;1;1;19;;0;1043;3280;4;4;6;6;6.46;6.46;1;1;0;0;7;3;5;;;2;1;;;;;6.82;;2.79;4.79;;;2.14
MCOPED;2014;920000684;920150091;1;0;28;;0;908;8553;13;3;3;;13.63;2.83;0;0;;;43;7;18;1;;31;4;1;1;;1;46.44;3;7.87;17.43;1;0.5;33.98
MCOPED;2014;920100013;750712184;1;1;37;4;879;2376;5989;0;0;5;5;1.5;1.5;;1;;;3;;2;;;;0;;0;;;3.9;;;2;;;
MCOPED;2014;920100021;750712184;1;1;33;2;693;3111;6976;2;2;7;1;5.6;2.5;1;1;0;0;14;1;8;;;4;3;;1;;;16.4;;1;8.8;;;4
MCOPED;2014;920100047;750712184;1;;9;5;798;3450;7414;7;7;2;2;8;1;1;1;0;0;;;;;;;;;;;;;;;;;;
MCOPED;2014;920100054;750712184;1;;43;5;1499;766;6928;0;0;35;;11.1;;1;1;;;47;15;;3;3;55;6;4;;2;2;48.75;6;17.7;;3.68;3.92;57.93
MCOPED;2014;920300043;920001526;1;0;8;5;;;;;;;;;;;;;;5;;;;;6;;;;;;4.88;;;;;;5.72
MCOPED;2014;920300597;920000940;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;920300787;920000981;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;930000286;930021480;1;;23;2;3926;2023;5463;10;9;5;2;12.43;8.7;;;;;20;9;10;;1;14;;;1;;1;12.43;;7.19;9.44;;0.72;11.02
MCOPED;2014;930000302;930110036;1;1;17;3;201;1426;4049;3;3;4;4;4.55;4.55;1;1;;;8;;7;;;6;5;;3;;;11.76;3;;9.15;0.37;;8.16
MCOPED;2014;930000328;930110051;1;1;30;2;2220;3784;9577;4;4;1;;4.6;4;;;;;16;10;16;;;17;3;1;4;;1;17.17;5;10.66;21.42;;0.5;19.91
MCOPED;2014;930000336;930110069;1;;30;3;2224;2855;9493;20;;;;15.83;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;930100045;750712184;1;1;29;7;1486;2644;8850;6;4;5;6;10.3;8.3;1;1;;;31;3;5;;;21;7;0;1;;1;39.3;5;3;5.8;;0.4;23.4
MCOPED;2014;930300629;930000666;1;0;7;0;0;34;1;1;;;;0.3;;0;0;0;0;;;;;;;;;;;;;;;;;;
MCOPED;2014;940000573;940110018;1;1;49;5;1869;5614;14507;7;;15;;12.82;;1;1;0;0;18;3;4;;;22;2;;;;3;19.15;3;3.08;3.9;;1.15;19.05
MCOPED;2014;940000599;940110042;1;;;;697;3491;9657;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2014;940000649;940150014;1;1;38;3;1011;3511;7613;7;6;7;4;10.8;7.9;1;1;1;1;6;;10;;;;1;1;1;1;2;5.12;;0.85;9.4;0.4;0.71;
MCOPED;2014;940000664;940160013;1;0;32;8;;;;13;13;7;7;11.09;11.09;1;1;1;1;;;;;;;;;;;;;;;;;;
MCOPED;2014;940100043;750712184;1;1;6;4;4771;7417;32678;6;5;7;6;8.4;7.1;1;1;0;0;13;1;7;;;6;3;;1;;;15.4;3;1;7.8;;;8.3
MCOPED;2014;950000307;950110015;1;0;21;2;418;2023;4633;5;3;2;2;4.86;3.64;1;1;0;0;12;2;9;0;2;7;7;0;4;0;0;15.65;0;2;11.53;0;1.06;7.45
MCOPED;2014;950000315;950001370;1;0;18;1;151;1554;4388;7;6;3;3;5.83;4.86;;;;;9;3;7;;;4;6;2;4;;1;12.87;1;5.16;10.37;;0.5;4.74
MCOPED;2014;950000323;950013870;1;1;25;5;115;264;749;1;4;1;5;0.81;0.68;1;1;1;1;4;3;9;;1;8;5;2;3;;1;1.02;10;0.49;1.36;;0.74;1.73
MCOPED;2014;950000331;950110049;1;1;57;3;777;4376;10703;10;9;3;2;6.68;6.57;1;1;;0;41;9;30;;1;16;9;5;4;;1;45.55;2;8.31;32.72;;1.41;18.27
MCOPED;2014;950000356;950013870;1;;;;320;1652;4143;;;;;6.45;6.37;1;1;1;1;;;;;;;;;;;;5.96;;4.17;9.98;;1.32;9.98
MCOPED;2014;950000364;950110080;1;1;34;5;269;4612;10084;3;;3;;5.25;;;;;;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2
