BOR;AN;nofinesset;nofinessej;INTMED;INTPHA;INTODO;INTGEN;INTURG;DOCJU;FFI;INTTOT
Q22;2017;760780692;760025734;7;;;;;;;7
Q22;2017;760781070;760780726;7;;;;;;6;13
Q22;2017;760783035;750721334;;;;;;;4;4
Q22;2017;760783522;760780239;36;;;7;;;4;47
Q22;2017;760783530;760780239;;;;2;;;;2
Q22;2017;760805770;760780726;42;3;;29;;;19;93
Q22;2017;770000131;770021145;;;;8;;;3;11
Q22;2017;770000149;770021152;6;;;12;;;;18
Q22;2017;770000156;770110054;25;0;0;30;;;14;69
Q22;2017;770000164;770021152;11;;;;;;;11
Q22;2017;770000172;770110070;2;;;2;;;2;6
Q22;2017;770000214;770021152;1;;;;;;;1
Q22;2017;770000446;770021145;5;;;32;;;29;66
Q22;2017;770019032;770021145;21;;;31;;;19;71
Q22;2017;770020477;750720468;2;;;;;;;2
Q22;2017;780000287;780110011;2;;;21;;;15;38
Q22;2017;780000295;780002697;17;;;;;;;17
Q22;2017;780000311;780001236;42;;;18;;;36;96
Q22;2017;780000329;780110052;;0;0;17;;;4;21
Q22;2017;780000337;780001236;11;2;;1;;;1;15
Q22;2017;780000402;780140026;11;;;;;;;11
Q22;2017;780000410;780140059;3;;;;;;;3
Q22;2017;780140018;750005068;3;;;;;;;3
Q22;2017;780150066;780808614;3;;;;;;;3
Q22;2017;780300323;780003679;;2;;;;;;2
Q22;2017;780800256;780110078;83;6;;32;;;7;128
Q22;2017;790000087;790000012;40;1;0;34;;;10;85
Q22;2017;790000103;790006654;1;0;0;13;;;0;14
Q22;2017;800000143;800000028;8;3;0;18;;;6;35
Q22;2017;800000184;800000036;1;;;;;;;1
Q22;2017;800000192;800000044;40;2;;9;;;;51
Q22;2017;800000200;800000051;6;;;;;;1;7
Q22;2017;800000226;800000069;;3;;9;;;;12
Q22;2017;800000275;800000077;;;;3;;;;3
Q22;2017;800000390;800000085;;;;9;;;;9
Q22;2017;800000432;800000093;1;0;0;3;;;1;5
Q22;2017;800000457;800000119;19;2;;6;;;2;29
Q22;2017;800000614;800000044;1;;;;;;;1
Q22;2017;800004111;800000093;0;0;0;0;;;1;1
Q22;2017;800006124;800000044;333;42;;99;;;13;487
Q22;2017;800013179;800013138;1;;;;;;;1
Q22;2017;800015588;800000077;;;;3;;;;3
Q22;2017;810000505;810000331;14;;;6;;;4;24
Q22;2017;810000521;810000380;15;;;13;;;;28
Q22;2017;810000562;810000455;5;;;;;;;5
Q22;2017;820000032;820000016;24;2;0;14;;;;40
Q22;2017;820004067;820000016;4;;;;;;;4
Q22;2017;830000279;830100517;;;;5;;;1;6
Q22;2017;830000287;830100525;4;;;6;;;;10
Q22;2017;830000295;830100533;1;;;14;;;;15
Q22;2017;830000311;830100566;6;;;14;;;8;28
Q22;2017;830000337;830100590;3;;;;;;;3
Q22;2017;830000345;830100616;30;2;;36;;;10;78
Q22;2017;830009528;830100566;;;;1;;;;1
Q22;2017;830100558;690781810;2;;;;;;2;4
Q22;2017;830100574;750821092;37;;;30;;;;67
Q22;2017;830100582;750721334;2;;;;;;;2
Q22;2017;830100608;830100616;6;;;;;;2;8
Q22;2017;830206298;830100517;;;;1;;;;1
Q22;2017;840000343;840000012;;;;3;;;;3
Q22;2017;840000350;840000657;2;2;0;4;;;0;8
Q22;2017;840000392;840000046;;;;5;;;;5
Q22;2017;840000418;840004659;;;;4;;;;4
Q22;2017;840000483;840000087;;;;8;;;0;8
Q22;2017;840000541;840000137;5;1;;;;;;6
Q22;2017;840001861;840006597;19;;;45;;;23;87
Q22;2017;850000118;850013244;;;;1;;;;1
Q22;2017;850000142;850000019;60;2;;45;;;;107
Q22;2017;850000175;850009010;2;;;11;;;;13
Q22;2017;850000191;850000043;;;;1;;;;1
Q22;2017;850000209;850000019;;;;5;;;2;7
Q22;2017;850000225;850000019;;;;5;;;;5
Q22;2017;850000241;850000084;17;;;;;;;17
Q22;2017;850000258;850000092;5;;;1;;;2;8
Q22;2017;850000647;850025867;;;;;;;1;1
Q22;2017;850006008;850005968;0;0;0;1;;;0;1
Q22;2017;850009630;850000035;11;0;0;0;;;0;11
Q22;2017;860000017;860780048;35;;;;;;;35
Q22;2017;860000025;860013382;8;;;14;;;;22
Q22;2017;860000058;860014208;;;;1;;;;1
Q22;2017;860000223;860014208;350;22;;184;;;6;562
Q22;2017;860011014;860014208;;;;1;;;;1
Q22;2017;870000064;870000015;172;39;1;14;;;6;232
Q22;2017;870000098;870000023;4;;;8;;;3;15
Q22;2017;870000270;870000031;2;;;;;;5;7
Q22;2017;870000288;870017415;1;;;;;;;1
Q22;2017;870000551;870014503;;;;1;;;;1
Q22;2017;870000601;870014248;;;;1;;;2;3
Q22;2017;870001567;870014503;;;;1;;;;1
Q22;2017;870003514;870000015;6;0;0;0;;;0;6
Q22;2017;870006137;870002466;28;1;;3;;;;32
Q22;2017;870014859;870000015;25;0;0;12;;;1;38
Q22;2017;880000021;880007059;32;;;16;;;;48
Q22;2017;880000047;880780077;;;;22;;;;22
Q22;2017;880000054;880007299;12;;;;;;0;12
Q22;2017;880000062;880780093;5;0;0;15;;;1;21
Q22;2017;880000088;880780119;8;;;;;;2;10
Q22;2017;880006663;880007059;2;;;;;;;2
Q22;2017;880788591;880780150;1;;;;;;;1
Q22;2017;890975519;890000052;8;;;;;;;8
Q22;2017;890975527;890000037;16;;;14;;;17;47
Q22;2017;890975535;890000409;;;;2;;;;2
Q22;2017;890975543;890000417;;;;;;;4;4
Q22;2017;890975550;890970569;4;;;2;;;15;21
Q22;2017;900002429;700004096;3;;;;;;;3
Q22;2017;900003039;900000365;50;3;;34;;;12;99
Q22;2017;910000272;910110014;3;;;;;;15;18
Q22;2017;910000280;910019447;;;;7;;;;7
Q22;2017;910000298;910110055;8;0;0;33;;;26;67
Q22;2017;910000306;910110063;3;0;0;10;;;12;25
Q22;2017;910000330;910140029;;;;8;;;5;13
Q22;2017;910001973;910019447;;;;10;;;4;14
Q22;2017;910018423;910110055;;;;7;;;6;13
Q22;2017;910020254;910002773;41;2;0;30;;;83;156
Q22;2017;910100023;750712184;1;0;0;0;;;0;1
Q22;2017;910110071;910110063;0;;;;;;5;5
Q22;2017;910140037;750720914;4;;;;;;3;7
Q22;2017;910150028;750811184;;;;;;;5;5
Q22;2017;910150069;910000033;1;;;;;;;1
Q22;2017;910300011;910000348;1;;;;;;;1
Q22;2017;910300219;910003888;2;;;;;;;2
Q22;2017;910310028;920030269;2;;;;;;;2
Q22;2017;910803543;910017615;2;;;;;;;2
Q22;2017;920000460;750813321;22;2;;;;;3;27
Q22;2017;920000569;920026374;;;;;;;8;8
Q22;2017;920000577;920110020;17;;;;;;4;21
Q22;2017;920000585;920026374;6;;;13;;;3;22
Q22;2017;920000619;920009909;9;;;2;;;;11
Q22;2017;920000627;920009909;;;;4;;;;4
Q22;2017;920000643;920150034;12;;;;;;;12
Q22;2017;920000650;920150059;82;6;;;;;17;105
Q22;2017;920000684;920150091;16;1;;;;;4;21
Q22;2017;920001096;;1;;;;;;;1
Q22;2017;920002177;920804465;9;0;0;1;;;0;10
Q22;2017;920007408;950140012;1;0;0;0;;;0;1
Q22;2017;920027711;940140049;8;;;;;;;8
Q22;2017;920100013;750712184;76;8;0;18;;;8;110
Q22;2017;920100021;750712184;56;9;0;17;;;16;98
Q22;2017;920100039;750712184;68;7;0;13;;;23;111
Q22;2017;920100047;750712184;41;1;4;30;;;16;92
Q22;2017;920100054;750712184;29;2;0;2;;;11;44
Q22;2017;920100062;750712184;18;0;0;4;;;3;25
Q22;2017;920120011;750821092;20;3;;4;;;;27
Q22;2017;920140019;750005068;3;;;;;;;3
Q22;2017;920140027;750720575;6;;;;;;;6
Q22;2017;920170115;920718053;1;;;;;;;1
Q22;2017;920300043;920001526;8;;;3;;;;11
Q22;2017;920300191;920000767;1;0;0;0;;;0;1
Q22;2017;920300365;920815388;1;;;;;;;1
Q22;2017;920300753;920810736;3;;;;;;;3
Q22;2017;920300787;920000981;;;;9;;;;9
Q22;2017;920811635;780140059;2;;;;;;1;3
Q22;2017;930000286;930021480;24;0;0;16;;;31;71
Q22;2017;930000294;930021480;;;;;;;1;1
Q22;2017;930000302;930110036;48;4;;5;;;10;67
Q22;2017;930000328;930110051;37;3;;36;;;25;101
Q22;2017;930000336;930110069;33;8;;38;;;15;94
Q22;2017;930000344;930140025;30;;;1;;;19;50
Q22;2017;930001433;930110051;1;;;;;;;1
Q22;2017;930006648;750721235;1;;;;;;;1
Q22;2017;930100011;750712184;2;0;0;7;;;1;10
Q22;2017;930100037;750712184;69;10;0;17;;;37;133
Q22;2017;930100045;750712184;27;2;;20;;;13;62
Q22;2017;930300645;930000682;1;;;;;;;1
Q22;2017;930706239;930110051;;;;5;;;;5
Q22;2017;930817465;930712716;1;;;;;;;1
Q22;2017;940000573;940110018;62;6;0;23;;;12;103
Q22;2017;940000599;940110042;26;;;21;;;38;85
Q22;2017;940000607;940140015;8;0;0;0;;;0;8
Q22;2017;940000615;940140023;5;;;;;;1;6
Q22;2017;940000631;940140049;28;2;;3;;;2;35
Q22;2017;940000649;940150014;19;;;15;;;14;48
Q22;2017;940000664;940160013;75;11;1;4;;;29;120
Q22;2017;940016868;940016819;14;1;0;3;;;4;22
Q22;2017;940021157;750005068;1;;;;;;;1
Q22;2017;940100027;750712184;175;16;7;23;;;54;275
Q22;2017;940100035;750712184;12;0;5;12;;;4;33
Q22;2017;940100043;750712184;159;15;1;22;;;40;237
Q22;2017;940100050;750712184;3;1;0;1;;;0;5
Q22;2017;940100068;750712184;21;3;0;12;;;13;49
Q22;2017;940120017;750821092;19;2;;14;;;;35
Q22;2017;940700032;940001027;2;;;;;;;2
Q22;2017;940700040;570010181;1;;;;;;;1
Q22;2017;940806490;750810798;;;;;;;2;2
Q22;2017;950000307;950110015;31;6;0;31;;;21;89
Q22;2017;950000315;950001370;;;;16;;;;16
Q22;2017;950000323;950013870;17;;;26;;;35;78
Q22;2017;950000331;950110049;10;1;0;31;;;51;93
Q22;2017;950000349;950015289;;;;2;;;;2
Q22;2017;950000364;950110080;52;0;0;7;;;46;105
Q22;2017;950002568;920030269;3;;;;;;;3
Q22;2017;950630012;750721334;2;;;;;;;2
Q22;2017;950806166;950001453;1;;;;;;;1
Q22;2017;970100392;970100178;4;0;0;20;;;5;29
Q22;2017;970100400;970100186;;;;3;;;2;5
Q22;2017;970100442;970100228;153;0;0;74;;;28;255
Q22;2017;970100475;970100277;8;0;0;0;;;0;8
Q22;2017;970100483;970100285;0;0;0;1;;;2;3
Q22;2017;970200044;970202164;;;;2;;;;2
Q22;2017;970200069;970202180;0;0;0;4;;;0;4
Q22;2017;970211165;970211157;;;;;;;5;5
Q22;2017;970211215;970211207;191;;;50;;;16;257
Q22;2017;970211223;970211207;11;;;;;;3;14
Q22;2017;970211231;970211207;10;;;;;;11;21
Q22;2017;970211249;970211207;5;;;;;;1;6
Q22;2017;970211256;970211207;36;;;;;;2;38
Q22;2017;970300026;970302022;36;;;11;;;9;56
Q22;2017;970300083;970302121;0;0;0;13;;;0;13
Q22;2017;970300265;750721334;0;;;;;;1;1
Q22;2017;970400016;970411005;7;;;5;;;;12
Q22;2017;970400024;970408589;80;0;0;70;;;1;151
Q22;2017;970400057;970408589;118;0;0;87;;;4;209
Q22;2017;970400065;970421038;10;2;0;21;;;0;33
Q22;2017;970400073;970403606;0;0;0;14;;;0;14
Q22;2017;970400081;970408589;0;0;0;3;;;0;3
Q22;2017;970400180;970408589;2;0;0;3;;;0;5
Q22;2017;970404588;970404539;;;;2;;;;2
Q22;2017;970423000;970430906;0;;;1;;;;1
Q22;2017;970463139;970408589;0;0;0;2;;;0;2
Q22;2017;980500011;980500003;13;1;;11;;;11;36
Q22;2016;010000024;010780054;30;3;;28;;;3;64
Q22;2016;010000032;010780062;4;;;;;;;4
Q22;2016;010000065;010780096;;;;6;;;;6
Q22;2016;010000495;010783009;14;;;1;;;;15
Q22;2016;010005239;010008407;0;0;0;5;;;0;5
Q22;2016;010780492;360000707;1;;;;;;;1
Q22;2016;020000162;020000063;44;4;0;24;;;3;75
Q22;2016;020000394;020000253;0;0;0;7;;;11;18
Q22;2016;020000519;020000261;2;;;6;;;11;19
Q22;2016;020000535;020000287;;;;1;;;9;10
Q22;2016;020000543;020000295;2;;;1;;;;3
Q22;2016;020001061;020004404;;;;;;;10;10
Q22;2016;020006664;020000063;4;0;0;0;;;1;5
Q22;2016;030000061;030780092;20;;;16;;;8;44
Q22;2016;030000079;030780100;28;1;;9;;;9;47
Q22;2016;030000087;030780118;33;1;;10;;;3;47
Q22;2016;030002208;030002158;;;;1;;;;1
Q22;2016;030781637;030780100;1;;;;;;1;2
Q22;2016;040000093;040780215;4;;;3;;;;7
Q22;2016;040000135;050002948;0;0;0;1;;;0;1
Q22;2016;040000911;040788879;;;;6;;;2;8
Q22;2016;050000231;050000116;0;0;0;7;;;0;7
Q22;2016;050000256;050000124;;;;4;;;;4
Q22;2016;050000348;050002948;7;1;0;11;;;0;19
Q22;2016;060000304;060780657;;;;1;;;;1
Q22;2016;060000478;060780897;7;1;;19;;;1;28
Q22;2016;060000510;060780954;11;0;0;16;;;1;28
Q22;2016;060000528;060780962;28;1;0;4;;;2;35
Q22;2016;060000544;060780988;15;;;17;;;5;37
Q22;2016;060001450;060785011;0;0;6;0;;;0;6
Q22;2016;060002102;060791761;1;;;7;;;;8
Q22;2016;060019627;060019551;1;;;;;;;1
Q22;2016;060780145;060000049;;;;1;;;;1
Q22;2016;060780459;010783009;1;;;;;;;1
Q22;2016;060780517;060000239;1;;;;;;;1
Q22;2016;060780947;060800174;27;;;9;;;;36
Q22;2016;060780996;630786754;13;;;;;;;13
Q22;2016;060781374;060000718;;;;2;;;;2
Q22;2016;060785003;060785011;122;1;1;24;;;3;151
Q22;2016;060785219;060001468;;;;1;;;;1
Q22;2016;060785227;060001476;;;;1;;;;1
Q22;2016;060788957;060785011;6;0;0;11;;;0;17
Q22;2016;060789195;060785011;78;1;0;17;;;3;99
Q22;2016;060789674;130037815;;;;6;;;;6
Q22;2016;060790680;060780897;1;;;;;;;1
Q22;2016;060791811;060010808;1;;;5;;;0;6
Q22;2016;060794013;060790797;4;;;;;;;4
Q22;2016;060800174;;8;;;;;;;8
Q22;2016;060800182;060002912;;;;1;;;;1
Q22;2016;070000179;070780358;14;0;0;18;;;2;34
Q22;2016;070000195;070780374;;;;1;;;;1
Q22;2016;070000609;070005566;0;1;0;7;;;2;10
Q22;2016;070780317;630786754;2;;;;;;;2
Q22;2016;080000110;080000037;;0;0;12;;;0;12
Q22;2016;080000219;080001969;;;;16;;;5;21
Q22;2016;080000250;540019726;3;0;0;1;;;0;4
Q22;2016;080000318;080000086;9;;;;;;;9
Q22;2016;080000425;080000615;35;1;0;30;;;1;67
Q22;2016;080005960;080000615;;;;1;;;;1
Q22;2016;090000175;090781774;12;;;12;;;;24
Q22;2016;090000183;090781816;;;;10;;;;10
Q22;2016;090002841;090781774;;;;1;;;;1
Q22;2016;100000090;100000017;44;1;0;39;;;2;86
Q22;2016;100000108;100000033;2;;;;;;;2
Q22;2016;100000199;100006279;;;;6;;;;6
Q22;2016;100006493;100000017;0;0;0;1;;;0;1
Q22;2016;110000023;110780061;10;1;;28;;;8;47
Q22;2016;110000056;110780137;9;1;;20;;;;30
Q22;2016;110002953;110780137;1;;;;;;;1
Q22;2016;110005246;110780137;1;;;;;;;1
Q22;2016;110780228;110000114;;;;2;;;;2
Q22;2016;110781283;110780137;1;;;;;;;1
Q22;2016;120000039;120780044;17;1;;14;;;1;33
Q22;2016;120000054;120780069;0;0;0;6;;;0;6
Q22;2016;120000070;120780085;2;;;;;;;2
Q22;2016;120004569;120004528;2;;;5;;;;7
Q22;2016;120004668;120004619;;;;1;;;;1
Q22;2016;120780283;630786754;4;;;;;;;4
Q22;2016;130000235;130780554;0;1;0;10;;;0;11
Q22;2016;130000409;130041916;30;3;0;20;;;5;58
Q22;2016;130000433;130781131;7;1;;2;;;;10
Q22;2016;130000516;130781339;;;;4;;;2;6
Q22;2016;130000565;130781446;3;1;;19;;;;23
Q22;2016;130001225;130782634;;1;;29;;;2;32
Q22;2016;130001647;130784127;69;7;;;;;5;81
Q22;2016;130002215;130785512;;;;8;;;;8
Q22;2016;130002496;130786494;11;;;;;;;11
Q22;2016;130002827;130789274;0;0;0;17;;;0;17
Q22;2016;130002835;130789316;8;1;0;24;;;4;37
Q22;2016;130008048;130043169;1;;;;;;;1
Q22;2016;130008238;130044118;;;;1;;;;1
Q22;2016;130043664;130002157;4;2;;;;;;6
Q22;2016;130780083;130000060;2;;;;;;;2
Q22;2016;130780521;130786049;156;21;;60;;;7;244
Q22;2016;130781438;130000557;2;;;1;;;;3
Q22;2016;130781479;130000599;2;1;0;2;;;;5
Q22;2016;130783236;130786049;125;26;1;32;;;4;188
Q22;2016;130783293;130786049;214;55;26;65;;;10;370
Q22;2016;130783764;750043994;;;;7;;;;7
Q22;2016;130784226;130804032;1;;;;;;;1
Q22;2016;130784234;130786049;55;7;;17;;;;79
Q22;2016;130784580;750043994;;;;2;;;;2
Q22;2016;130784598;130001852;2;;;;;;;2
Q22;2016;130784812;130001985;;;;1;;;;1
Q22;2016;130785652;130014228;11;3;;;;;;14
Q22;2016;130786742;750821092;39;1;;37;;;;77
Q22;2016;130786924;130037815;2;;;;;;;2
Q22;2016;130789159;750043994;;;;2;;;;2
Q22;2016;130790157;130789316;1;0;0;;;;0;1
Q22;2016;130804297;130786049;62;;;5;;;6;73
Q22;2016;130809015;130001928;;;;5;;;;5
Q22;2016;130811102;130007487;1;;;;;;;1
Q22;2016;140000027;140000035;20;2;0;17;;;3;42
Q22;2016;140000076;140000084;5;;;;;;;5
Q22;2016;140000209;140000100;264;34;;54;;;15;367
Q22;2016;140000233;140000118;2;1;;8;;;;11
Q22;2016;140000258;140000415;1;;;;;;;1
Q22;2016;140000340;140025800;2;;;;;;;2
Q22;2016;140000373;140000159;;;;5;;;1;6
Q22;2016;140000456;140000316;17;3;0;1;;;1;22
Q22;2016;140000555;140000639;32;4;0;3;;;1;40
Q22;2016;140002452;140025800;1;;;2;;;;3
Q22;2016;140004136;140000092;5;;;;;;;5
Q22;2016;140004383;140000100;9;1;;8;;;;18
Q22;2016;140017278;610787285;2;;;;;;;2
Q22;2016;140024886;140000092;7;3;;8;;;;18
Q22;2016;140025255;310020383;;;;1;;;;1
Q22;2016;140025362;140000092;;;;3;;;;3
Q22;2016;140026410;140026279;3;;;1;;;;4
Q22;2016;150000032;150780088;;;;7;;;1;8
Q22;2016;150000040;150780096;21;0;0;14;;;12;47
Q22;2016;150000164;150780468;;;;1;;;;1
Q22;2016;150000180;150780500;;;;1;;;;1
Q22;2016;150780773;150780088;;;;;;;1;1
Q22;2016;150780823;150780096;2;0;0;0;;;;2
Q22;2016;160000253;160000451;27;1;;29;;;1;58
Q22;2016;160000345;160000501;11;;;;;;;11
Q22;2016;160009080;160001574;2;;;1;;;;3
Q22;2016;160015368;160014411;10;3;;;;;;13
Q22;2016;170000038;170780050;;;;6;;;;6
Q22;2016;170000087;170024194;60;2;;34;;;4;100
Q22;2016;170000095;170780167;1;0;0;0;;;0;1
Q22;2016;170000103;170780175;18;0;0;18;;;0;36
Q22;2016;170000129;170780191;1;;;7;;;1;9
Q22;2016;170000152;170780225;5;;;13;;;;18
Q22;2016;170020994;170780175;2;0;0;0;;;0;2
Q22;2016;170782981;170024194;8;;;;;;;8
Q22;2016;170783146;170780050;6;;;;;;;6
Q22;2016;180000010;180000028;14;0;0;11;;;4;29
Q22;2016;180000176;180001158;;;;;;;1;1
Q22;2016;180000200;180000051;0;0;0;2;;;1;3
Q22;2016;180000283;180000069;;;;2;;;;2
Q22;2016;180003345;180000051;0;0;0;1;;;0;1
Q22;2016;190000018;190000042;33;2;0;14;;;1;50
Q22;2016;190000026;190000059;8;1;;13;;;1;23
Q22;2016;190000091;190000075;1;1;;10;;;2;14
Q22;2016;190011601;190000042;1;;;;;;;1
Q22;2016;210003059;210987400;;;;1;;;;1
Q22;2016;210780136;210000030;1;;;;;;;1
Q22;2016;210780144;750721235;2;;;;;;;2
Q22;2016;210780789;210003208;1;;;;;;;1
Q22;2016;210780979;210000295;3;;;;;;;3
Q22;2016;210986089;210780581;1;;;10;;;;11
Q22;2016;210987046;210987038;1;;;;;;;1
Q22;2016;210987558;210780581;378;49;;108;;;15;550
Q22;2016;210987632;210780607;14;1;;3;;;;18
Q22;2016;210987657;210012175;29;;;;;;;29
Q22;2016;210987673;210012142;;;;2;;;;2
Q22;2016;210987699;210780706;4;0;0;6;;;0;10
Q22;2016;210987731;210780417;32;3;;4;;;;39
Q22;2016;220000012;220000020;31;0;0;40;;;8;79
Q22;2016;220000095;220000046;;;;15;;;2;17
Q22;2016;220000194;560014748;1;;;;;;;1
Q22;2016;220000343;220000079;;;;12;;;3;15
Q22;2016;220000368;220000103;4;;;15;;;2;21
Q22;2016;220000541;220000152;;;;6;;;;6
Q22;2016;220001259;220005045;;;;1;;;;1
Q22;2016;220022800;220000673;3;;;;;;;3
Q22;2016;230000820;230780041;10;1;0;15;;;0;26
Q22;2016;230004657;230780058;;;;;;;1;1
Q22;2016;230780082;750005068;3;;;;;;;3
Q22;2016;230782617;750000218;1;;;1;;;;2
Q22;2016;240000372;240000059;;;;16;;;1;17
Q22;2016;240000463;240000083;2;;;2;;;;4
Q22;2016;240000489;240000117;26;1;;34;;;5;66
Q22;2016;240000687;240000448;5;;;2;;;;7
Q22;2016;250000023;250000015;6;;;1;;;;7
Q22;2016;250000114;900000365;20;;;13;;;5;38
Q22;2016;250000544;250002284;;;;2;;;;2
Q22;2016;250000619;250000452;2;;;;;;;2
Q22;2016;250000700;250000452;9;1;;17;;;2;29
Q22;2016;250000718;250000460;9;1;;1;;;;11
Q22;2016;250000759;250000569;;;;5;;;;5
Q22;2016;250006954;250000015;353;32;;43;;;3;431
Q22;2016;250014008;700004096;3;;;;;;2;5
Q22;2016;260000013;260000021;36;1;;40;;;5;82
Q22;2016;260000120;260016910;6;;;22;;;;28
Q22;2016;260000138;260000047;5;2;0;24;;;7;38
Q22;2016;260000146;260000054;;;;10;;;;10
Q22;2016;260000682;930019484;1;;;;;;;1
Q22;2016;260000823;260003264;3;;;;;;;3
Q22;2016;270000045;270000060;2;;;1;;;;3
Q22;2016;270000359;270023724;24;;;25;;;19;68
Q22;2016;270000367;270000086;1;;;1;;;;2
Q22;2016;270000391;760024042;;;;4;;;2;6
Q22;2016;270000425;270000102;2;;;;;;;2
Q22;2016;270000441;270000110;1;;;;;;;1
Q22;2016;270000458;270023724;1;;;4;;;3;8
Q22;2016;270000573;270000219;7;;;;;;;7
Q22;2016;270000912;750814030;1;;;;;;;1
Q22;2016;280000050;280000142;4;;;;;;;4
Q22;2016;280000084;280000183;17;;;19;;;;36
Q22;2016;280000662;280500075;0;0;0;1;;;0;1
Q22;2016;280000696;280000134;1;;;;;;;1
Q22;2016;280504267;280000134;13;2;0;16;;;17;48
Q22;2016;290000025;290020700;69;1;0;9;;;0;79
Q22;2016;290000033;290021542;26;;;23;;;3;52
Q22;2016;290000058;290000017;94;2;6;17;;;1;120
Q22;2016;290000066;290020700;1;0;0;1;;;0;2
Q22;2016;290000173;290000041;3;0;0;13;;;0;16
Q22;2016;290000181;290000074;0;0;0;11;;;0;11
Q22;2016;290000256;290000017;;;;5;;;3;8
Q22;2016;290000728;750821092;24;1;1;24;;;;50
Q22;2016;290000785;220020739;;;;8;;;;8
Q22;2016;290000827;290000546;2;;;;;;;2
Q22;2016;290000918;290000298;8;;;2;;;1;11
Q22;2016;290000934;290000306;;;;11;;;;11
Q22;2016;290000975;290000546;2;;;;;;;2
Q22;2016;290004324;290000017;151;11;;39;;;2;203
Q22;2016;290004340;290000017;19;;;7;;;;26
Q22;2016;290004365;290000017;;;;1;;;;1
Q22;2016;290019777;290022508;1;;;;;;;1
Q22;2016;2A0000022;2A0000014;;1;;16;;;2;19
Q22;2016;2A0000212;2A0000170;;;;1;;;;1
Q22;2016;2A0000287;2A0000386;3;0;0;0;;;0;3
Q22;2016;2A0002051;2A0000303;;;;2;;;;2
Q22;2016;2A0003174;2A0003166;;;;;;;1;1
Q22;2016;2B0000012;2B0000020;0;1;0;13;;;3;17
Q22;2016;300000023;300780046;3;4;0;17;;;0;24
Q22;2016;300000031;300780053;1;0;0;10;;;7;18
Q22;2016;300000056;300780079;0;0;0;2;;;0;2
Q22;2016;300000064;300780087;2;;;1;;;;3
Q22;2016;300000080;300780103;6;1;;;;;;7
Q22;2016;300003308;300780038;6;;;1;;;;7
Q22;2016;300012309;340784933;1;;;;;;;1
Q22;2016;300012358;340015171;;;;1;;;;1
Q22;2016;300780137;920028396;1;;;;;;;1
Q22;2016;300781465;300000726;1;;;;;;;1
Q22;2016;300782117;300780038;150;19;2;79;;;10;260
Q22;2016;300782125;300780038;;;;5;;;;5
Q22;2016;300782141;300780038;4;;;10;;;;14
Q22;2016;300788502;300788486;1;;;;;;;1
Q22;2016;310000310;310780671;;;;11;;;;11
Q22;2016;310000369;310780754;13;2;;1;;;;16
Q22;2016;310009279;310780671;;;;1;;;1;2
Q22;2016;310016977;310781406;90;;;10;;;2;102
Q22;2016;310019351;310781406;47;0;1;3;;;3;54
Q22;2016;310021571;310021563;;;;1;;;;1
Q22;2016;310022298;310781406;1;;;7;;;;8
Q22;2016;310025333;310781406;51;;1;5;;;4;61
Q22;2016;310026083;310026075;2;;;1;;;;3
Q22;2016;310780259;310000096;2;;;1;;;;3
Q22;2016;310780366;310000153;2;;;;;;;2
Q22;2016;310780374;310000161;;;;2;;;;2
Q22;2016;310780382;310000179;;;;1;;;;1
Q22;2016;310781422;310781562;1;;;1;;;;2
Q22;2016;310782339;310781406;;;;2;;;;2
Q22;2016;310782347;310789136;34;2;;;;;;36
Q22;2016;310782446;;3;;;;;;1;4
Q22;2016;310783048;310781406;256;;2;35;;;7;300
Q22;2016;310783055;310781406;179;110;21;13;;;3;326
Q22;2016;310783063;310781406;28;;;8;;;;36
Q22;2016;310783097;750005068;1;;;;;;;1
Q22;2016;320000086;320780117;;;;26;;;;26
Q22;2016;320000094;320780125;4;0;0;0;;;0;4
Q22;2016;320000151;320780182;2;;;;;;;2
Q22;2016;330000332;330780545;2;;;3;;;;5
Q22;2016;330000340;330780552;13;2;;;;;1;16
Q22;2016;330000555;330781204;4;1;;13;;;1;19
Q22;2016;330000571;330781220;;;;5;;;;5
Q22;2016;330000589;330027509;2;0;0;8;;;0;10
Q22;2016;330000597;330027509;0;0;0;2;;;0;2
Q22;2016;330000605;330781253;34;;;32;;;6;72
Q22;2016;330000613;330781261;;;;2;;;;2
Q22;2016;330000639;330781287;54;2;;4;;;;60
Q22;2016;330000647;330781295;14;;;;;;;14
Q22;2016;330000662;330781329;37;3;;2;;;;42
Q22;2016;330780081;330000043;3;;;;;;;3
Q22;2016;330780495;330796392;5;0;0;2;;;;7
Q22;2016;330780529;330796392;3;;;;;;10;13
Q22;2016;330780636;330785072;4;;;;;;;4
Q22;2016;330781139;330056540;4;;;1;;;;5
Q22;2016;330781154;330055542;2;;;;;;;2
Q22;2016;330781188;330056540;1;;;;;;;1
Q22;2016;330781303;750821092;6;;;4;;;;10
Q22;2016;330781337;330781196;15;4;28;;;;0;47
Q22;2016;330781352;330781196;65;10;2;50;;;0;127
Q22;2016;330781360;330781196;371;53;18;150;;;3;595
Q22;2016;330782582;330000928;1;;;;;;;1
Q22;2016;330783648;330781196;193;38;0;61;;;7;299
Q22;2016;330783721;330781253;5;;;1;;;;6
Q22;2016;330802752;330781196;6;1;0;2;;;0;9
Q22;2016;340000025;340022722;4;0;0;1;;;0;5
Q22;2016;340000033;340780055;24;4;;22;;;7;57
