BOR;AN;nofinesset;nofinessej;AUT;SAL;SALANG;SEJ;JOU;ACT;ACT1;ACT2;ACT3;ADU;ENF;GREF;SALAS;CEC;INTENF;INTADU;INTURG;INTCEC;LIT_CHIRC;LIT_CAR;SEJ_CHIRC;JOU_CHIRC
CHIRCAR;2015;100000090;100000017;1;1;1;669;2706;742;206;0;536;0;0;0;;;0;0;;0;0;0;0;0
CHIRCAR;2015;110000023;110780061;1;0;1;431;1961;463;101;0;362;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;110000056;110780137;1;1;0;74;454;79;79;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;120000039;120780044;1;2;1;872;3926;1020;332;0;688;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;130000409;130041916;1;2;2;1127;3916;1321;423;0;898;0;0;0;;;0;0;;0;;24;0;0
CHIRCAR;2015;130002827;130789274;1;1;0;80;299;83;79;0;4;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;130002835;130789316;1;1;0;132;604;142;84;0;58;0;0;0;0;0;0;0;0;0;0;16;0;0
CHIRCAR;2015;130041767;130041262;1;0;2;781;2611;810;64;0;746;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;130042096;130042062;1;2;2;1194;4088;1288;188;0;1100;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;130780521;130786049;1;2;1;1669;4704;1897;492;2;1403;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;130781479;130000599;1;3;2;844;3288;982;211;0;771;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;130782147;130000979;1;0;1;738;2504;947;53;0;894;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;130783293;130786049;1;5;3;1717;6690;1940;785;2;1153;1;0;1;;;9;1215;;1074;46;54;1627;14242
CHIRCAR;2015;130784051;130037823;1;2;2;1778;6151;2183;1048;0;1135;1;0;0;4;5;0;1049;;910;22;34;813;5061
CHIRCAR;2015;130784713;130038847;1;2;1;1156;6063;1382;368;0;1014;0;0;0;;;0;0;;0;;20;0;0
CHIRCAR;2015;130785652;130014228;1;2;1;1684;6095;2044;1219;0;825;1;0;0;2;2;0;775;189;670;22;51;821;6724
CHIRCAR;2015;130804297;130786049;1;1;1;128;504;147;7;139;1;0;1;1;2;2;374;7;;7;16;;751;4018
CHIRCAR;2015;140000209;140000100;1;4;2;2147;5321;2309;692;3;1614;1;0;1;2;2;11;841;;725;8;60;1125;278
CHIRCAR;2015;140017237;140003278;1;2;1;2516;6321;2732;693;0;2039;1;0;0;2;2;0;630;;596;12;40;0;0
CHIRCAR;2015;150000040;150780096;1;1;0;428;1524;459;103;0;356;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;160000253;160000451;1;1;1;1270;4084;1314;258;0;1056;0;0;0;;;0;0;;0;0;60;0;0
CHIRCAR;2015;170000087;170024194;1;1;1;1736;4784;1897;711;0;1186;0;0;0;0;0;0;0;0;0;;;0;0
CHIRCAR;2015;170000103;170780175;1;1;0;949;2868;1010;244;0;766;0;0;0;;;0;0;;0;;28;0;0
CHIRCAR;2015;180000010;180000028;1;2;2;1068;3773;1178;196;0;982;0;0;0;;;0;0;;0;0;51;0;0
CHIRCAR;2015;190000018;190000042;1;1;1;907;2294;1021;118;0;903;0;0;0;;;0;0;;0;;36;0;0
CHIRCAR;2015;190000026;190000059;1;;;170;636;180;72;0;108;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2015;210780979;210000295;1;;2;1514;3033;1574;238;0;1336;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;210987558;210780581;1;3;2;2117;7028;2464;863;10;1591;1;1;1;2;3;9;1178;;961;;44;0;0
CHIRCAR;2015;220000012;220000020;1;2;2;1097;3197;1198;341;0;857;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;220000095;220000046;1;1;;0;0;74;74;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;230000820;230780041;1;1;;128;709;136;132;0;4;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;240000489;240000117;1;1;1;1133;4150;1290;339;0;951;0;0;0;0;0;0;0;0;0;0;44;0;0
CHIRCAR;2015;250000114;900000365;1;2;0;516;2060;590;489;0;101;0;0;0;0;0;0;0;0;0;0;22;0;0
CHIRCAR;2015;250000270;250000643;1;2;2;727;1963;745;326;0;419;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;250006954;250000015;1;3;3;1589;4458;1724;443;0;1281;1;0;0;3;3;2;928;;729;24;36;1144;6938
CHIRCAR;2015;260000013;260000021;1;1;1;1289;4370;1359;317;0;1042;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;270000359;270023724;1;;;253;1692;273;188;0;85;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;270000862;270000953;1;;1;495;1926;515;87;0;428;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;280504267;280000134;1;0;1;1190;3452;1284;387;0;897;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;290000025;290020700;1;0;1;591;1893;606;117;0;489;0;0;0;;;0;0;;0;;38;0;0
CHIRCAR;2015;290000033;290021542;1;;;63;230;71;70;0;1;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;290004324;290000017;1;3;3;1304;3999;1658;697;0;961;1;0;0;2;2;1;797;16;634;27;50;1652;9570
CHIRCAR;2015;290019777;290022508;1;1;1;514;1685;557;70;0;487;0;0;0;;;0;0;;0;;12;0;0
CHIRCAR;2015;2A0000022;2A0000014;1;1;1;679;3016;756;87;0;669;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;2B0000012;2B0000020;1;1;1;902;2467;952;136;0;816;0;0;0;0;0;0;0;0;0;0;28;0;0
CHIRCAR;2015;300780152;920029527;1;0;2;1372;5272;1563;551;0;1012;1;0;0;2;2;0;440;67;404;;46;0;0
CHIRCAR;2015;300782117;300780038;1;2;2;1873;5408;2057;632;0;1425;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;310016977;310781406;1;1;1;100;261;105;3;102;0;0;1;0;1;2;284;0;35;0;0;0;0;0
CHIRCAR;2015;310780259;310000096;1;2;3;5311;10968;5811;2223;3;3585;1;0;0;4;3;4;1547;32;1467;38;74;2527;11890
CHIRCAR;2015;310780309;310000120;1;1;0;620;2169;700;81;0;619;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;310781000;310788880;1;1;2;816;2094;902;103;0;799;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;310783055;310781406;1;5;5;3562;12657;4194;1207;0;2987;1;0;1;4;4;1;1738;387;1505;25;60;1325;3575
CHIRCAR;2015;330000605;330781253;1;1;1;1005;3253;1044;342;0;702;0;0;0;0;0;0;0;0;0;0;43;0;0
CHIRCAR;2015;330780081;330000043;1;2;2;1674;4835;1911;826;4;1081;1;0;0;;3;0;1990;;1870;35;40;1445;8775
CHIRCAR;2015;330780354;330000225;1;1;1;1026;3120;1134;345;0;789;0;0;0;;;0;0;;0;;14;0;0
CHIRCAR;2015;330780503;330000308;1;1;1;1130;3319;1204;56;0;1148;0;0;0;;;0;0;;0;0;28;0;0
CHIRCAR;2015;330781352;330781196;1;0;0;141;695;156;119;0;37;0;0;0;;;0;0;;0;0;30;0;0
CHIRCAR;2015;330783648;330781196;1;7;3;3404;11996;4329;2182;86;2061;1;1;1;6;6;357;2491;;2240;69;174;2221;16810
CHIRCAR;2015;340000033;340780055;1;1;1;156;961;159;159;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;340015502;340000512;1;3;3;1839;5575;1972;782;0;1190;1;0;0;2;2;0;617;47;539;20;44;1075;5257
CHIRCAR;2015;340780667;340000280;1;2;2;786;3347;906;290;0;616;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;340796663;340780477;1;0;3;2374;7878;2793;983;11;1799;1;0;1;3;4;1;1002;;895;56;64;2632;14984
CHIRCAR;2015;350000147;350000022;1;1;1;767;2810;889;209;0;680;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;350000741;350005179;1;5;2;1894;7419;2185;1098;3;1084;1;0;1;5;3;22;1792;;1480;40;66;2843;10245
CHIRCAR;2015;350002192;220020739;1;3;2;1098;2827;1129;239;0;890;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;360000137;360000053;1;1;0;282;1358;295;208;0;87;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;370000085;370013468;1;2;2;1636;4853;1843;727;0;1116;1;0;0;2;2;0;640;25;604;6;;605;1934
CHIRCAR;2015;370000499;370000481;1;0;0;63;225;65;1;64;0;0;1;0;2;2;238;2;;2;4;0;263;979
CHIRCAR;2015;370004467;370000481;1;0;2;2730;8041;3017;1494;2;1521;1;0;1;2;2;4;925;;882;8;65;940;2535
CHIRCAR;2015;380000034;380780049;1;1;0;96;497;103;97;0;6;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;380000067;380780080;1;3;3;2010;7446;2279;1184;31;1064;1;0;1;2;4;7;876;196;759;25;72;992;7179
CHIRCAR;2015;380012658;380012609;1;;3;1273;3434;1316;103;0;1213;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;380786442;380798025;1;1;1;1205;2735;1422;555;0;867;0;0;0;;;0;0;;0;;40;0;0
CHIRCAR;2015;390000040;390780146;1;1;1;60;246;61;61;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0
CHIRCAR;2015;400000105;400780193;1;0;0;198;988;222;208;0;1;0;0;0;;;0;0;;0;;33;0;0
CHIRCAR;2015;400000139;400011177;1;0;1;583;1966;637;99;0;538;0;0;0;;;0;0;;0;;25;0;0
CHIRCAR;2015;410000020;410000087;1;0;0;256;1519;269;259;0;10;0;0;0;0;0;0;0;;0;0;24;0;0
CHIRCAR;2015;420000010;420780033;1;1;0;199;729;216;212;0;4;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;420011413;420011405;1;1;0;564;2062;608;213;0;395;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;420785354;420784878;1;5;2;2405;8187;2730;1419;0;1311;1;0;0;2;2;3;850;;761;10;52;587;3634
CHIRCAR;2015;430000117;430000018;1;1;;97;559;100;96;0;4;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;440000016;440000057;1;1;;489;2220;537;154;0;383;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;440000271;440000289;1;1;;108;469;115;10;51;54;0;1;1;;;0;0;;0;;;0;0
CHIRCAR;2015;440017598;440000289;1;5;5;2029;7898;2286;1001;4;1281;1;0;1;;;0;0;;0;;;0;0
CHIRCAR;2015;440041580;440041572;1;0;3;3274;7567;3542;1943;0;1599;0;0;0;0;0;0;0;;0;0;40;0;0
CHIRCAR;2015;450000294;450000591;1;3;3;1317;5525;1495;516;0;979;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;450002613;450000088;1;;3;1291;4157;1483;378;0;1105;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;470000027;470014069;1;;2;1252;4488;1365;314;0;1051;0;0;0;;;0;0;;0;;32;0;0
CHIRCAR;2015;490000049;490000031;1;3;1;1655;7957;2043;592;0;1451;1;1;0;3;3;6;915;;841;16;51;693;3478
CHIRCAR;2015;490000262;490000171;1;1;;1221;3795;1320;719;0;601;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;490000635;490000676;1;1;0;77;455;77;54;0;23;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;510000185;510000532;1;1;1;1015;3851;1108;390;1;717;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;510002447;510000029;1;1;2;1558;5037;1667;639;0;1028;1;0;0;2;2;0;594;;505;20;71;1019;5576
CHIRCAR;2015;530000264;530000371;1;1;;591;3018;668;131;0;537;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;540000445;540000890;1;2;2;1409;3263;1529;616;0;913;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;540000478;540003449;1;3;3;2380;4938;2592;202;0;2390;0;0;0;;;0;0;;0;0;12;0;0
CHIRCAR;2015;540002698;540023264;1;6;3;2789;9516;3333;1736;4;1593;1;0;1;3;3;6;1004;;800;24;76;1768;7130
CHIRCAR;2015;550000012;550006795;1;0;0;79;469;94;72;0;22;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;560000127;560023210;1;2;0;1001;3037;1046;318;0;728;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;560000135;560005746;1;1;1;1301;3941;1371;402;0;969;0;0;0;;;0;0;;0;;40;0;0
CHIRCAR;2015;570000646;570001115;1;1;2;1259;3253;1385;410;0;975;1;0;0;2;4;0;673;;431;17;23;858;5367
CHIRCAR;2015;570026682;570005165;1;2;2;2565;5547;2754;711;0;2043;1;0;0;2;2;0;488;;332;23;58;982;5700
CHIRCAR;2015;580972685;580780096;1;;;0;0;;6;;;0;0;0;;;;;;;;;0;0
CHIRCAR;2015;580972693;580780039;1;1;;896;3514;946;92;0;854;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;590000337;590781415;1;0;1;670;1847;736;95;0;641;0;0;0;;;;;;;;42;0;0
CHIRCAR;2015;590000428;590781605;1;;;70;312;74;13;0;61;0;0;0;;;0;2;;0;;;0;0
CHIRCAR;2015;590000535;590781803;1;0;0;64;448;67;40;0;27;0;0;0;;;0;0;;0;;0;0;0
CHIRCAR;2015;590000618;590782215;1;2;2;1248;4847;3064;716;0;2348;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;590001004;590783239;1;0;0;226;976;238;40;0;198;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;590008041;590008033;1;;1;1224;4070;1423;747;0;676;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;590780268;590053955;1;1;1;904;2743;1002;269;0;733;1;0;0;2;2;0;893;;810;20;23;884;2948
CHIRCAR;2015;590780284;590051801;1;1;1;1121;5281;1275;732;0;543;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;590780383;590000204;1;0;1;735;1965;753;76;0;677;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;590782553;590000741;1;;;485;1678;511;136;0;375;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;590787586;590780193;1;5;3;2322;9330;2742;1050;125;1567;1;1;1;3;3;23;2039;;1743;78;127;2643;20456
CHIRCAR;2015;590801106;590782421;1;2;1;581;2682;623;304;0;319;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;590804696;590781902;1;0;0;167;622;168;0;0;168;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;600000467;600101984;1;1;;854;2937;892;199;0;693;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;600113476;600100721;1;1;1;701;3332;806;205;0;601;0;0;0;0;0;0;0;0;0;0;0;0;0
CHIRCAR;2015;610000051;610780082;1;0;0;79;390;81;58;0;23;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2015;620000034;620100057;1;0;0;389;1495;417;105;0;312;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;620000224;620100651;1;;;179;751;199;66;0;133;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;620000257;620100685;1;0;3;1317;4916;1465;703;0;762;1;0;0;3;2;0;276;;218;6;64;266;1142
CHIRCAR;2015;620000653;620103440;1;;2;849;2328;889;283;0;606;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;620101501;620000364;1;2;2;1204;3802;1295;429;0;866;1;0;0;2;2;0;345;;312;9;;296;1161
CHIRCAR;2015;620118513;620002915;1;2;1;505;1440;526;117;0;409;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;630000404;630780989;1;3;3;2504;8566;3249;1385;19;1845;1;0;1;;;2;1259;;1174;24;72;991;6863
CHIRCAR;2015;630780211;630000107;1;3;2;1512;3993;1797;655;0;1142;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;640000600;640781290;1;2;1;1430;2486;1610;799;0;811;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;640016580;640010658;1;1;1;2225;6211;2304;920;0;1384;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;640780482;640012209;1;;;0;0;0;0;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;640781225;640000568;1;;2;702;2371;737;276;0;461;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;650000417;650783160;1;;1;464;1922;477;133;0;344;0;0;0;;;0;0;;0;0;24;0;0
CHIRCAR;2015;650780679;650000243;1;;1;738;3346;858;249;0;609;0;0;0;;;0;0;;0;0;33;0;0
CHIRCAR;2015;660000084;660780180;1;1;1;1230;4610;1413;441;0;972;0;0;0;;;0;0;;0;;30;0;0
CHIRCAR;2015;660780784;660000407;1;3;2;2149;6375;2702;742;0;1960;1;0;0;2;2;0;520;61;392;;36;0;0
CHIRCAR;2015;670000025;670780055;1;1;2;2257;8506;2536;1029;1;1506;1;0;1;;;112;1374;;1277;26;91;1297;6723
CHIRCAR;2015;670000157;670780337;1;3;2;1219;3708;1254;284;0;970;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;670783273;670780055;1;1;2;56;264;58;4;42;12;0;1;0;1;1;0;0;;0;;;0;0
CHIRCAR;2015;680000320;680000643;1;;2;1244;4137;1334;139;0;1195;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;680000684;680000973;1;;1;481;2384;534;116;0;418;0;0;0;;;0;0;;0;;34;0;0
CHIRCAR;2015;680001195;680016011;1;;2;1100;3887;1158;303;0;855;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;680004546;680020336;1;2;2;1199;4067;1339;351;0;988;1;0;0;2;2;0;826;;519;20;56;619;4850
CHIRCAR;2015;690000575;690782222;1;1;1;657;2237;704;114;0;590;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;690780390;690000229;1;1;;423;1167;540;539;0;1;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;690780648;690036900;1;2;2;1233;2795;1368;627;0;741;1;0;0;2;2;1;1091;;1025;24;12;908;6271
CHIRCAR;2015;690782834;690000724;1;3;3;1912;4370;2334;1136;0;1198;1;0;0;;;0;1102;;977;22;10;115;167
CHIRCAR;2015;690784152;690781810;1;1;;1630;4778;1858;695;0;1163;0;0;0;;;0;0;;0;0;43;0;0
CHIRCAR;2015;690784186;690781810;1;3;3;1964;6412;2142;715;99;1328;1;1;1;5;5;730;1238;;928;56;117;2246;14495
CHIRCAR;2015;690793468;690002068;1;;2;1437;3709;1650;1113;0;537;1;0;0;2;2;0;618;;561;22;33;556;4614
CHIRCAR;2015;690805361;690805353;1;1;1;1337;3615;1515;397;0;1118;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;700000029;700004591;1;1;;65;293;67;56;0;11;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;710978263;710780958;1;3;0;243;758;261;245;0;16;0;0;0;;;0;0;;0;;17;0;0
CHIRCAR;2015;710978289;710780263;1;1;1;659;2075;752;113;0;639;0;0;0;0;0;0;0;;0;;20;0;0
CHIRCAR;2015;720000033;720000025;1;2;1;1093;3679;1145;409;0;736;0;0;0;;;0;0;;0;;53;0;0
CHIRCAR;2015;720017748;720000561;1;1;1;1009;3852;1094;408;0;686;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;730000031;730000015;1;1;1;1060;3629;1162;318;0;844;0;0;0;;;0;0;;0;;48;0;0
CHIRCAR;2015;740000237;740781133;1;;2;1158;3007;1281;576;0;705;1;0;0;2;2;2;715;46;642;9;14;555;2701
CHIRCAR;2015;740014345;740000617;1;;2;181;333;185;7;0;178;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;740780416;740000112;1;0;2;298;544;315;35;0;280;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;750000523;750150120;1;2;2;974;2736;1011;460;0;551;0;0;0;;;0;0;;0;;34;0;0
CHIRCAR;2015;750100042;750712184;1;;2;998;2861;1111;67;0;1044;0;0;0;;;0;0;;0;;28;0;0
CHIRCAR;2015;750100125;750712184;1;2;2;2831;9815;3306;1316;1;1989;1;0;1;6;6;4;1782;;1491;43;60;3158;2228
CHIRCAR;2015;750100166;750712184;1;2;;630;2048;691;72;0;619;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;750100208;750712184;1;;1;330;1121;379;45;327;7;0;1;1;2;3;1134;75;0;72;3;20;704;617
CHIRCAR;2015;750100232;750712184;1;3;2;1444;6963;1671;549;4;1118;1;0;1;3;4;6;1862;;1604;24;95;1936;7963
CHIRCAR;2015;750120016;750821092;1;1;1;112;292;122;0;0;122;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;750150104;750720476;1;2;1;2083;5890;2184;1038;0;1146;1;0;0;2;2;2;1166;;1101;25;29;846;5914
CHIRCAR;2015;750300154;750000671;1;1;1;964;1552;1010;63;0;947;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2015;750301137;750001034;1;2;1;917;2143;937;446;0;491;0;0;0;0;0;0;0;0;0;;;0;0
CHIRCAR;2015;750803447;750712184;1;5;2;1775;8987;2140;832;0;1308;1;0;1;3;5;94;1885;;1758;52;63;2277;7955
CHIRCAR;2015;760000018;760780023;1;1;0;81;435;86;52;0;34;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;760000158;760780239;1;3;2;1984;6163;2592;1313;0;1293;1;0;1;3;3;14;1088;;945;19;57;1718;4694
CHIRCAR;2015;760021329;760000448;1;;1;730;2362;826;122;0;704;0;0;0;;;0;0;;0;;38;0;0
CHIRCAR;2015;760780619;760000307;1;;2;1721;4881;1790;371;0;1419;0;0;0;;;0;0;;0;;32;0;0
CHIRCAR;2015;760805770;760780726;1;1;1;794;3073;862;282;0;580;0;0;0;;;0;0;;0;0;34;0;0
CHIRCAR;2015;770000446;770700185;1;;;62;311;65;5;0;60;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;770019032;770170017;1;3;2;2044;6134;2237;594;0;1643;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;770300135;770000289;1;1;1;1090;3565;1257;577;0;680;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;780000311;780001236;1;2;1;998;3436;1187;438;0;749;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;780300075;780000485;1;2;2;616;2753;704;265;0;516;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;780300406;780018032;1;1;2;1764;5616;1979;1120;1;858;1;0;0;2;3;0;1355;;1149;22;30;0;0
CHIRCAR;2015;780800256;780110078;1;;1;824;2698;917;112;0;805;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;790000087;790000012;1;2;1;1066;3934;1126;235;0;891;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;800000143;800000028;1;0;0;115;441;119;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CHIRCAR;2015;800006124;800000044;1;2;2;1428;6119;1667;810;0;857;1;0;0;2;3;26;1547;100;1342;18;70;743;5299
CHIRCAR;2015;800015729;800015679;1;2;2;1000;3259;767;132;27;608;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;810000224;810000471;1;1;1;779;2086;894;106;0;788;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;810000505;810000331;1;1;0;173;874;147;147;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;810000521;810000380;1;1;0;150;853;161;160;0;1;0;0;0;;;0;0;;0;0;0;0;0
CHIRCAR;2015;820000032;820000016;1;1;0;219;946;227;179;0;48;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;820000057;820000131;1;1;1;946;2773;1107;165;0;942;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;830000311;830100566;1;1;1;896;3408;984;150;0;834;0;0;0;;;0;0;;0;;32;0;0
CHIRCAR;2015;830000345;830100616;1;2;2;1411;4646;1540;481;0;1059;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;830100319;830020855;1;2;2;2333;6569;2553;884;1;1668;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;830100574;750821092;1;2;1;506;1731;581;166;0;415;0;0;0;;;0;0;;0;;10;0;0
CHIRCAR;2015;840001861;840006597;1;2;2;1862;5004;2057;457;0;1600;0;0;0;;;0;0;;0;;37;0;0
CHIRCAR;2015;840013312;840003685;1;3;2;1961;4920;2305;1040;0;1265;0;0;0;0;0;0;0;0;0;0;36;0;0
CHIRCAR;2015;850000142;850000019;1;1;1;1368;5581;1507;512;0;995;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;860000223;860013077;1;3;2;2354;7076;2634;1006;0;1628;1;0;0;2;2;1;615;;584;12;76;606;3669
CHIRCAR;2015;870000064;870000015;1;4;2;1594;6029;1784;776;0;1008;1;0;1;2;2;1;648;29;561;40;51;1414;10107
CHIRCAR;2015;870000288;870017415;1;1;;281;1000;285;285;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;880000021;880007059;1;;;0;0;;;;;0;0;0;;;;;;;;;0;0
CHIRCAR;2015;890975527;890000037;1;;1;1216;3576;1303;410;0;893;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;900000167;900000365;1;1;1;678;1819;702;1;0;701;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;910020254;910002773;1;;;1322;4786;1575;403;1;1171;0;0;0;;;0;0;;0;;36;0;0
CHIRCAR;2015;910300219;910003888;1;1;3;2770;9034;3064;1342;68;1654;1;1;0;6;6;972;1368;;1034;70;46;2546;14748
CHIRCAR;2015;910803543;910017615;1;2;2;1144;4341;1235;375;0;860;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;920000650;920150059;1;1;1;485;1480;513;36;0;477;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;920000684;920150091;1;3;3;1541;4365;1929;30;215;1684;1;1;1;4;6;697;1075;;959;38;16;3998;8881
CHIRCAR;2015;920100013;750712184;1;2;1;435;1571;473;7;0;466;0;0;0;0;0;0;0;0;0;0;31;0;0
CHIRCAR;2015;920100021;750712184;1;1;1;275;1130;293;286;0;7;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;920120011;750821092;1;1;1;315;1247;353;262;0;91;0;0;0;;;0;0;;0;;18;0;0
CHIRCAR;2015;920300043;920001526;1;2;2;691;3147;784;252;0;532;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;920300753;920810736;1;3;2;2760;7757;3116;1840;0;1276;1;0;0;3;4;0;1480;;1371;26;45;1300;3988
CHIRCAR;2015;920300787;920000981;1;0;0;509;848;529;45;0;484;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;930000286;930021480;1;1;1;994;4014;1066;526;0;540;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;930000302;930110036;1;;1;714;2019;734;3;0;731;0;0;0;;;0;0;;0;;25;0;0
CHIRCAR;2015;930000336;930110069;1;1;1;376;1505;407;6;0;401;0;0;0;0;0;0;0;0;0;0;28;0;0
CHIRCAR;2015;930100037;750712184;1;1;0;134;715;139;98;0;41;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;930300025;930000393;1;2;0;769;3043;1089;98;0;711;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;930300645;930000682;1;3;2;2734;10265;3140;1276;0;1864;1;0;0;;;0;1207;;1050;1;81;6900;22924
CHIRCAR;2015;940000599;940110042;1;1;1;420;1568;486;67;0;419;0;0;0;;;0;0;;0;;22;0;0
